course_id,course_name,course_prerequisites,course_about
C_course-v1:BNU+0910042801+2019_T1,general chemistry (spring 2019),no prerequisites,"general chemistry is a general chemistry course for first year science students it belongs to beijing normal universitys general education course categorymathematical foundation and scientific literacy modulecompulsory course there are about 500 students taking the course on campus teaching is 3 hours per week totaling 48 hours 

the main contents include atomic structure molecular structure four major equilibria basics of chemical thermodynamics and kinetics and introduction to organic chemistry it also incorporates chemical content related to life sciences environmental sciences materials science etc paying attention to and reflecting the relevance of chemistry and related topics the connections and applications of various science majors stimulate students interest in learning through the study of this course students will have a preliminary understanding of the basic concepts and principles of modern chemistry understand the development and achievements of modern chemistry have a basic and broad understanding of chemistry and be able to apply the knowledge they have learned to initially solve some practical chemical problems 




assessment mechanism if you study the course video completely the chapter test and the final exam will account for 40 and 60 respectively the total score is 100 a score of 60 is considered a pass and a score of 85 is considered excellent
"
C_course-v1:NEU+2019012201X+2019_T2,physical chemistry (part 1) (summer 2019),advanced mathematics,physical chemistry part 1 is a discipline that uses physical methods and techniques to study chemical problems it is known as the brain of the chemical discipline this course will systematically teach the knowledge system of physical chemistry covering basic theoretical knowledge such as the basic laws of thermodynamics multi component solution systems chemical equilibrium and phase equilibrium this course is a high quality resource sharing course and a high quality backbone course at northeastern university it is taught by teachers with rich teaching experience through vivid and inspiring explanations you can learn physical and chemical knowledge points systematically and quickly understand key and difficult points and master analysis and ways to deal with physical and chemical problems forming good scientific literacy this course is not only suitable as a basic course for students majoring in chemistry chemical engineering biology pharmaceuticals environment metallurgy materials processing casting and mineral processing but also as a review course for postgraduate entrance examination courses in physical chemistry i believe that by studying this course you will definitely gain a lot whether you continue to study subsequent professional courses or review for postgraduate entrance exams
C_course-v1:YAU+20181108X+2019_T1,anatomy and life (spring 2019),system anatomy,"anatomy and life uses common phenomena in life as an entry point to explore the structure of the human body and at the same time expands and extends anatomy teaching through online courses let learners start from the reality of life master the knowledge related to human body shape and structure understand the functions of human body master the causes of common diseases and health care prevention 
this course contains 11 chapters the main contents include introduction digestion and life respiration and society urology and life reproduction and life movement and life circulation and life vision and life vestibular cochlear organ and life neurology and life endocrinology and life "
C_course-v1:TCIS+2019032502X+2019_T2,the communist party of china and the great rejuvenation of the chinese nation (summer 2019),"1. party history research office of the central committee of the communist party of china: ""ninety years of the communist party of china"", 2016 edition of the party history publishing house and party building readings publishing house. 2. jin chong and editor-in-chief: ""the biography of mao zedong"" (1983-1949), central literature publishing house, 2004 edition. 3. pang xianxian, jin chong and editors-in-chief: ""the biography of mao zedong"" (1949-1976), central literature publishing house, 2003 edition.  4. editor-in-chief zhang haipeng: ""general history of modern china"" (10 volumes), jiangsu people's publishing house, 2013 edition. 5. wang qisheng: ""party members, party power and party struggle"" (revised and supplemented edition), chinese publishing house, 2010 edition.","from a new perspective of national construction this course adopts the method of combining points and lines and interweaving longitude and latitude to three dimensionally present the suffering and glory of the chinese communist party in the past century on the basis of seeking the truth of history seeking the truth of history it mainly compares chinese and western civilizations history and reality and the kuomintang and the communist party from multiple perspectives focusing on analyzing the crisis of the chinese nation and the founding of the communist party of china the competition between the kuomintang and the communist party and the choice of national rejuvenation the founding of the peoples republic of china and the rejuvenation of the chinese nation and the greatness of the chinese nation the new era of rejuvenation and other issues provide an in depth explanation of why there would be no new china without the communist party why only socialism can save china and why only socialism with chinese characteristics can develop china this course is the core course of the five histories in one module of the teaching reform of the central institute of socialism in the past two years it has been taught more than a hundred times to various cadre classes of the central institute of socialism and has been well received by students students commented this class has refreshed our previous understanding it turned out that the history of the party can be taught like this
 
 
 
 
 
 
 


"
C_course-v1:ZZU+2018032501X+2019_T1,information technology and educational applications (spring 2019),"be able to download and install software, know the basic operations of some commonly used software and basic network operations, understand some basic network knowledge, and be able to carry out online learning independently.","
we live in an information age information technology has entered all areas of society and has become an indispensable part of our lives it has also triggered waves of application booms in education and teaching bringing revolutionary changes to education and teaching influence this course follows the latest applications of information technology and uses a task driven approach in real situations to allow you to understand master and apply information technology in experiential learning and help you transform your learning concepts improve information literacy and possess information skills for the 21 century
"
C_course-v1:SDSNAssociation+PB+sp,planetary boundaries,no requirement,"a thriving global society relies on the stability of the earth and its resilience across oceans forests waterways biodiversity the atmosphere and more so how do we shape sustainability at a global scale the boundaries set by the planets natural resources the resilience of those resources and the human activities that impact sustainability all come into play

in this massive open online course see the rapidly evolving trends in global environmental change and the responses aimed at slowing or eliminating these changes get an overview of what is seen by some scientists as our current geological epoch  the anthropocene or an age of global change driven most significantly by humans learn how unsustainable patterns of production consumption and population growth have challenge planetary resilience all in support of human activity  and how our societies can develop in a just and safe way within the planets boundaries"
C_course-v1:McGillX+ATOC185x+2015_T1,natural disaster (autonomous mode),no prerequisites,there is no place on earth where natural disasters do not occur when we take a scientific look at the causes and nature of these natural disasters we can better mitigate the consequences of disasters however as the worlds population continues to grow more and more people are at risk from disasters this course will explore the scientific principles behind different types of natural disasters and what humans can and cannot do in controlling and predicting these disasters after completing the course students will have an in depth understanding of natural disasters that go beyond just the headlines you will also learn ways to reduce the impact of natural disasters everyone should understand the scientific principles of natural disasters city planners need to know the appropriate locations for housing to be built politicians need to make scientific and reasonable decisions emergency management officials need to know the nature of potential disasters and ways to prevent them journalists need to report scientifically and accurately you will learn explore the contradiction between humans and nature explore the global impact of natural disasters and their connections p discuss the scientific principles of natural disasters
C_course-v1:HUBU+20170227X+2019_T1,university portuguese (spring 2019),anyone interested in portuguese can learn it,portuguese is the sixth most spoken language in the world and is spoken in four continents portugal brazil angola mozambique cape verde guinea bissau sao tome and principe east timor and macau china countries and regions all use portuguese as their official language and nearly 200 million people around the world speak this language brazilian portuguese and european portuguese represented by portugal are slightly different in pronunciation vocabulary grammar and other aspects the portuguese pronunciation in this course is mainly brazilian portuguese it starts from the daily content in life study and work and explains it in simple terms teaching grammatical knowledge such as pronunciation vocabulary sentence patterns etc for each topic chinese translations of dialogues and texts are provided key vocabulary and sentence patterns of each lesson are explained and cultural tips from portuguese speaking countries such as brazil and portugal are also interspersed by studying this course students will be able to use portuguese for daily conversation and acquire solid basic knowledge of portuguese grammar
C_course-v1:CUPB+100203E003+2019_T1,oil production engineering (spring 2019),"""oil reservoir physics"", ""seepage mechanics""","
oil production engineering is a core required course for petroleum engineering majors and one of the indispensable professional courses for engaging in oil and gas field development work this course starts from the oil production engineering system and mainly introduces the basic theories involved in oil production engineering including oil well inflow dynamics wellbore flow patterns and node analysis methods explains the main artificial lift technologies such as gas lift oil production and rod pump oil production introduces water injection production increasing technological measures such as hydraulic fracturing and acid treatment this course enables students to master relevant knowledge of oil production engineering from three aspects basic theory main process and common equipment principles





assessment mechanism in addition to studying course videos you need to complete weekly after class homework the course grade consists of two parts daily homework and final exam regular homework grade accounts for 50 and final exam grade accounts for 50  the total grade is not less than 60 span points can obtain a certificate and scores of no less than 85 can result in excellence
"
C_course-v1:NBCCx+NBCC000502+2019_T1,comparison of english and chinese languages ​​(spring 2019),middle school chinese and english,"


comparison is a basic method for humans to understand and study things and it is also a basic method for linguistic research contrast focuses on the comparison of differences comparisons between languages have been around since the beginning of language research only by comparison can we see the common points and special points of various language expression methods compare the origin and evolution of english and chinese characters english and chinese naming folk customs the historical evolution of english and chinese trademarks punctuation place name translation and other aspects of daily and practical cross cultural language phenomena to stimulate learners interest and also through the current popular generation the analysis of the abbreviations root words root words affixes and other word formation methods of hot words allows learners to have a more comprehensive understanding of the english and chinese languages roots affixes and morphological changes are analyzed from the source to further promote the learning of english and chinese and improve language application and appreciation abilities it should be easy to understand in terms of content popular with learners in terms of form easy to disseminate and easy to accept

"
C_course-v1:SichuanU+306197030+2019_T1,soil mechanics (spring 2019),"advanced mathematics, college physics, engineering geology and hydrogeology, mechanics of materials, elasticity, hydraulics or fluid mechanics","
the soil mechanics course focuses on explaining the basic concepts principles and methods of soil mechanics while integrating the engineering application of soil mechanics throughout the entire course at the same time it appropriately introduces the latest achievements and development trends of the discipline making the course scientific and cutting edge safety and practicality integrated into one this course mainly introduces the basic properties of soil basic principles of soil mechanics and its applications including the physical properties and engineering classification of soil stress in soil and the principle of effective stress soil permeability and penetration stability soil compressibility and foundation settlement and consolidation calculations soil shear strength fill compaction and engineering properties earth pressure and retaining walls soil slope stability analysis foundation bearing capacity etc


this course is a provincial level quality resource sharing course and a provincial level quality online open course in sichuan province the on campus teaching time is 48 to 56 hours including 40 to 46 theoretical students and 8 to 10 experimental class hours the on campus teaching targets undergraduate students in water conservancy and hydropower engineering civil engineering and agricultural water conservancy engineering with 300 to 350 students per session the content of the soil mechanics course is very rich and very practical the textbooks used in the course are reasonably structured highly practical substantial in content easy to understand and take into account both teaching and self study the teachers explanations are detailed and in depth and the exercises are targeted which have a good consolidation effect on the principles and methods of soil mechanics through the study of the course i not only mastered the necessary subject knowledge but also broadened my horizons and mastered the practical application of theoretical knowledge of soil mechanics the course has played a major role in cultivating students innovative spirit and practical ability students generally report that the soil mechanics course is very popular and an important basic course which is of great help to their professional courses in recent years students have praised the course delivery methods and teachers professionalism the soil mechanics course has become a generally recognized and popular course among students in the school of water resources and hydropower and the school of architecture and environment of our school the soil mechanics course website won the second prize of the excellent course website award from the curriculum center of sichuan university in 2013
"
C_course-v1:RiceX+AdvBIO_3x+sp,"ap* test prep—biology, part iii: evolution and diversity (independent mode)",no prerequisites,preparing for the ap biology exam requires an in depth understanding of biology related topics and you also need to be familiar with the ap exam question types this course is the first part of a series of courses to prepare for the ap biology exam in part 3 you will discover that the evolutionary process drives the diversity and unity of life youll learn how genes contribute to changes in populations over time and how these changes evolve and create diversity the course includes teaching videos from experts on the ap biology exam multiple choice and subjective questions similar to the ap exam and detailed problem solving guidance videos after the course is over youll be ready to take the ap exam what youll learn preparation for the advanced placement biology exam learn about evolution and what it means for populations  and how others contribute to the diversity of life we see on earth understand the evolutionary processes that drive biodiversity understand ecosystem interactions p participate in surveys and discussions of research experiments
C_course-v1:BNU+PHI2107404101+2019_T1,"introduction to ""the critique of pure reason"" (spring 2019)",history of western philosophy,"
the main content of the course is to intensively read important chapters of the critique of pure reason and gain an overall understanding of kants critical philosophy this course emphasizes text reading in teaching motivating students to transform from knowledge based learning to research based learning be good at grasping and using literature establish problem awareness and transform the learning process into puzzle solving activities the goal of the course is to cultivate students ability to read chinese and western philosophical classics especially their ability to think about concepts and categories and to think deeply about issues the course requires intensive reading of the original text after class so that you can understand its gist and ask questions


assessment mechanism this course is divided into ten chapters each chapter is accompanied by a practice test a total of ten practice test questions are used as daily grades accounting for 60 of the total grade there is also a final exam question as the final grade accounting for the total grade 40 the full score of the course is 100 points with 60 points being qualified and 85 points being excellent
"
C_course-v1:BNU+GE410081071-01+2019_T1,circular economy and sustainable development enterprises (spring 2019),undergraduate freshman level,"
the course circular economy and sustainable development enterprises focuses on the topic of circular economy and takes the circular flow of materials in the human socio economic system as the core it uses discussion teaching methods to simulate the scientific research and application management process and shares sustainable development management basic contents such as circular flow of materials implementation of circular economy construction and management of sustainable development enterprises a total of 14 lectures 32 hours improve students cognitive and scientific research capabilities and cultivate innovative talents with a comprehensive mix of arts science and engineering
"
C_course-v1:ACCA+MA2_X_en+2019_T1,intermediate management accounting (autonomous mode),introdctuion to management accounting,"

		about this course
	
skip course description



				intermediate management accounting is part two of a programme designed for anyone who is just starting out on their business finance or accountancy journey and wants to expand their accounting and finance skills 
			

				building on what you learned in introduction to management accounting this free online course from the association of chartered certified accountants will
			


					enhance your finance and accountancy skills exploring how to use accounting concepts to aid decision making
				

					arm you with the knowledge you need to take your exam in managing costs and finance ma2
				

					prepare you for a position as an accounting administrator
				


				if you have some basic knowledge of accountancy business and finance then this is the course for you if you do not then start with the introduction course
			

				this course does not offer an edx certificate
			

for learners who would like to earn an acca certificate for this course please register with acca as a student once you pass accas computer based ma2 exam on demand you will also need to pass the fa2 exam a free online exam preparation course is available through acca x and complete an online and interactive module on the foundations in professionalism upon completion of this module you be awarded the intermediate certificate in financial and management accounting from acca






		what youll learn
	


			in this course we will guide you on the next step of your finance journey by exploring
		


				costing and financial principles and techniques
			

				how to use management information to support decision making
			


"
C_course-v1:jxust+2018122701X+2019_T1,poetic optics (spring 2019),"basic knowledge of middle school mathematics and physics, able to understand the meaning of simple physical formulas.","
this course covers all the content of optics in university physics including three parts geometric optics wave optics and light quantum theory those who have not studied optical modules in middle school can also complete the entire process from entry to improvement here in addition this course strives to get rid of the bad study habit of studying physics courses based on examinations it runs through the history of science in the course and attempts to use humanistic colors to describe optics courses highlights of the course are as follows


chapter 1 the first impression of light briefly introduce the main impression that light gives people education and light and the main process of optical development then there are the original theories of optical imaging chapter 2 the color of light the speed of light the color of light the color of the sky in daily life rainbows mirages the causes of sky brightness and the measurement of the speed of light etc chapter 3 uncovering the veil of lightthe nature of light is light a wave or a particle wave theory electromagnetic wave theory chapter 4 interference of light introducing the principles and applications of double slit interference thin film interference equal thickness interference etc chapter 5 diffraction of light introduces the basic theory of light diffraction and the resolution of optical instruments chapter 6 grating diffraction formation and characteristics of grating diffraction chapter 7 polarization of light introduce the phenomenon of light polarization the methods of generating polarization in daily life and the applications of polarization chapter 8 wave particle duality of light introducing the emergence of quantum theory einsteins quantum theory of light wave particle duality of light and bohrs hydrogen spectrum theory
"
C_course-v1:JNUX+jnu05011190X+2019_T1,chinese fun teaching method (spring 2019),"this course requires students to have a good foundation in chinese. if students can master the basic theories of chinese education and chinese teaching, it will be helpful for the study of this course.","
this course is a required course for the chinese education major and one of the featured elective courses for the chinese international education major linguistics and applied linguistics major this course is mainly taught to undergraduate students majoring in chinese education teaching chinese to speakers of other languages and linguistics and applied linguistics it can also be taken by graduate students in related majors and overseas chinese teachers 


the main learning contents of this course include 1 understand the connotation design concept and basis of the chinese fun teaching method 2 master the purpose nature tasks and principles of chinese interesting teaching 3 have a comprehensive understanding of chinese interesting teaching methods including the types characteristics and goals of chinese interesting teaching methods 4 master the methods and principles of designing and selecting interesting chinese teaching activities such as tongue twisters childrens songs riddles stories ancient poems playing games looking at pictures etc 5 master the characteristics of different teaching modules such as pronunciation chinese characters new words sentences texts and after class exercises in chinese textbooks or master the skills of listening speaking reading and writing skills training involves designing interesting teaching activities in a targeted manner 6 master the basic principles and methods of organizing and carrying out interesting teaching activities in chinese and organize and guide students to practice interesting teaching activities 


the main teaching goal of the course is to cultivate students practical teaching abilities with special emphasis on the design of practical teaching links it adopts a method that combines teachers theoretical lectures representative teaching design analysis demonstration teaching process observation and discussion and teaching design and display the form organizes teaching from the formation of theoretical understanding to the use of theory to guide practical evaluation and then to the practice of teaching design step by step and interlocking suitable for the cognition learning characteristics and talents of students majoring in chinese education and chinese international education nurture needs after taking this course students will be able to develop the ability to complete targeted teaching design and presentation on designated teaching content teaching objects and goals 
"
C_course-v1:ACCA+MA1_X_en+2019_T1,introduction to management accounting (autonomous mode),no prerequisites,"

		interested in a career in business knowledge of accounting will be key to your success by studying at your own pace this introduction to management accounting course is an ideal starting point if you want to
	
start a career in business finance or accountancy
study business or finance at school or college
launch your own start up
prepare for accas exam in management information ma1

		and the best thing is you do not need any previous knowledge of accounting  simply sign up and start learning straight away
	

course discussions will be moderated


this course does not offer an edx certificate


however you can earn the acca certificate in financial and management accounting by registering with acca as a student passing the accas exams in management information ma1 and recording financial transactions fa1 and completing a free online module called foundations in professionalism a free exam preparation course for fa1 called introduction to bookkeeping is also available through acca x





		what youll learn
	


			in this course we will guide you on the next step of your finance journey by exploring
		


				the nature and purpose of cost and management accounting
			

				how to record and classify costs
			

				how to use spreadsheets
			


"
C_course-v1:BSU+BSU001+2019_T1,approaching the winter olympics (spring 2019),no prerequisites,"
this course will comprehensively and systematically display the beautiful picture of the winter olympics from its historical origins to its modern development from which you can feel the rich connotation and unique charm of the winter olympics
"
C_course-v1:SDSNAssociation+TOW001+sp,transforming our world,no requirement,"in this course learn all about the 17 sustainable development goals sdgs

in september 2015 the worlds leaders signed on to this new agenda answering the call for a global vision of important social economic and environmental needs to support the planet and its people in long term prosperity and survival the goals include a set of key areas of focus as well as detailed targets to put our planet on track for this continuing sustainability through 2030 and beyond

sustainable development is not just a problem for future generations it is a shared global responsibility now and forevermore to be thoughtful stewards of our entire world  from developed countries to developing countries from high level policymakers to individuals "
C_course-v1:RiceX+AdvENVSCI_2x+sp,"ap* test prep—environmental science, part ii: populations (autonomous mode)",this course is the second part of a series of courses to prepare for the ap environmental science exam.,"
preparing for the ap environmental science exam requires an in depth understanding of relevant environmental science topics as well as familiarity with the ap exam question types this course is the second part of a series of courses to prepare for the ap environmental science exam


in part two youll learn about the population living on earth understand population dynamics population and sustainable development land and water use will also be studied
the course includes lecture videos from experts on the ap environmental science exam multiple choice and subjective questions similar to the ap exam and detailed problem solving guidance videos after the course series is over you can take the ap exam
"
C_course-v1:BIFT+2018122902X+2018_T2,clothing cad application,"basic computer application, clothing pattern and structure",apparel cad application helps you master the basic concepts of clothing cad understand the system configuration of clothing cad and the current development and application status of clothing cad at home and abroad through operational practice master the main functions and applications of typical two dimensional clothing cad software and three dimensional clothing cad software
C_course-v1:SDSNAssociation+C21001+sp,cities and the challenge of sustainable development,no requirement,"according to the united nations urbanization and population growth could result in an increase of 25 billion people into urban populations by 2050 with associated impacts ranging from increased transportation needs to more building how do we make cities sustainable to support this growth

in this mini series learn the challenges of local governments to adapt to new technologies energy systems modes of transportation and more in order to build the sustainable cities of the 21st century

this mini series is a companion piece to the sdg academys full length sustainable cities course"
C_course-v1:imvtc+2018122702+2019_T1,building materials (spring 2019),high school physical and chemical knowledge,"
building materials is a required professional basic course for construction engineering technology architectural design technology project supervision project cost and other majors it is also a core course for construction engineering technology and engineering supervision majors the content of the building materials course mainly focuses on the materials commonly used in construction projects it studies the composition and structure of different materials analyzes the status technical performance and usage requirements of materials under different usage environments and technical conditions and further discusses how to effectively apply and rationally select materials  the overall design of the course insists on designing courses and organizing teaching based on professional competency requirements students as the main body and work process oriented so that students can master the types of materials technical properties and standard requirements material properties and applications quality judgment and identification and other skills 




"
C_course-v1:TCIS+2019032101X+2019_T2,essentials of chinese culture: great unification (summer 2019),"1. su li: ""great power constitution: the institutional structure of historical china"", peking university press, 2017 edition. 2. shi zhan: ""pivot: china in 3000 years"", guangxi normal university press, 2018 edition. 3. xu zhuoyun: ""eternal rivers: the turning and development of chinese history and culture"", shanghai literature and art publishing house, 2006 edition. 4. xu zhuoyun: ""comparison of chinese and western civilizations"", hunan people's publishing house, 2017 edition. 5. zhao tingyang: ""benefiting china"", citic publishing house, 2016 edition.","
the report of the 19th national congress highlights the importance of cultural self confidence and emphasizes guiding people to establish a correct view of history nation country and culture the central school of socialism has set up the core course history of ancient chinese thought and culture to make students realize that the path of socialism with chinese characteristics is the continuation of the long history of the chinese nation and to reach political consensus through cultural consensus compared with the usual history of ancient chinese thought philosophy and culture the biggest feature of this course is that it takes grand unification as the main line to connect the major links in the evolution of chinese thought and culture the course does not pursue a comprehensive and straightforward narrative but selects a few key time nodes to focus on answering the core questions about great unification through the changes of yin and zhou dynasties from respecting gods to respecting virtue we will clearly explain the great unification the moral basis of unification and answer the question what is the basis for great unification through the changes of zhou and qin from feudalism to prefectures and counties we will clarify the political and cultural integration methods of great unification and answer the question what is the basis for great unification  through the changes of the tang and song dynasties from family to imperial examination we will clarify the talent base of great unification and answer the question who relies on great unification by sorting out the national integration from yuan to qing dynasty answer how can great unification be achieved question in the changes between ancient and modern times since the qing dynasty great unification has experienced a huge transformation from tradition to modernity and it is necessary to answer the question where is the great unification going finally in the changes of ancient and modern times since the qing dynasty great unification has experienced a huge transformation from tradition to modernity the course ends with a brief answer to where is great unification going and points out that the communist party of china has made chinese civilization it can be updated and rebuilt in the form of a modern country completing an upgraded version of grand unification as the first course of the five histories in one program at the central academy of socialism this course has been highly recognized by relevant central leaders and is very popular among students they believe that chinas grand unification pattern must be upheld and improved under new historical conditions and that china cannot be divided the chinese national community cannot be separated and chinese culture cannot be dissolved as a member of the chinese people we must consciously safeguard national unity and national independence and be committed to the great rejuvenation of the chinese nation



"
C_course-v1:FJTCM+20180622001+2019_T1,health informatics (spring 2019),no prerequisites,this course is suitable for students majoring in traditional chinese medicine chinese and western medicine rehabilitation health management computer science and other related majors it is more suitable for students majoring in computer information management and medical technology as a course in traditional chinese medicine and health quality education the course takes the development and evolution of ancient chinese medicine as the axis and the application of famous chinese doctors in treating diseases as the node it introduces the styles characteristics materials selection modeling structure and other knowledge of ancient chinese medical scientists in different periods most of the teaching content uses the ancient chinese medicine culture that is popular among students as cases or courses for example the huangdi neijing uses the theory based on organs meridians or disease causes to understand diseases etc which has become the theory and source of the development of traditional chinese medicine physicians of the past dynasties call it the ancestral line of medicine and it is also a health preserving manual that the ancients followed to achieve longevity and health mobilize students interest in learning ancient chinese intellectual contributions to health informatics in addition innovative practical teaching can be carried out among students majoring in traditional chinese medicine and information management the innovative and practical teaching content of health informatics can be used as an important part of education in universities of traditional chinese medicine and related institutions the content is easy to understand and has a large amount of information it basically includes the latest cutting edge technologies in the development of todays information technology in the medical field
C_course-v1:BFU+15002360+2019_T1,song of four seasons in entrepreneurship management: artistic thinking and technical action (spring 2019),no prerequisites,"
	


24





 








6


6


6


6











	










1 


  


2 


  


   
	

3 


  


  


4 


  


  


  


5 


  


   
	

6 


  


  


  


7 


  


   
	

8 


  


  


  


  


  


   
	

9 


  


  


  


10 


  


  


  


11 


  


  


   
	

12 


  


  











"
C_course-v1:TsinghuaX+80515182X+2019_sp,mckinsey’s “global leadership” autonomous model,basic knowledge of business administration,"
born out of the offline gold medal course jointly offered by tsinghua sem and mckinsey  company the mckinsey global leadership online course contains six modules each module deeply explores an aspect of global vision investment technology transformation operations and organization it also provides a system analysis framework and examples the modules are independent of each other and reflect the personalities and commonalities of global leaders from different aspects 




this course is led by bao damin chairman of mckinsey and the main instructor is a cxo from the worlds top companies with the cooperation of mckinseys senior consulting and management experts through the sharing of real cases it helps participants establish forward looking vision and the thinking model of global leaders understanding leadership issues in specific situations such as organizational change promoting innovation crisis management etc and building core capabilities to solve problems


gathering the world class business leaders
into the tsinghua sem classroom the mckinsey global leadership course aims at
equipping students with new knowledge drawn from leading real business
practices with global perspective from the way the contents are presented
learners can sense some rare features of personal experience and charm of
global business leaders that normally would only happen in face to face
interactions


the course has six modules each covers a
specific topic that is important for an enterprise including global trends
investors perspective technology transformation operations and
organization this course is expected to systematically help learners
understand leadership in the context of various key scenarios of business management
and build core problem solving capability


"
C_course-v1:TsinghuaX+70340063X+2019_T1,advanced chemical thermodynamics (part 2) (spring 2019),"calculus, physical chemistry","
we will deduce the laws and conclusions of classical thermodynamics based on the four basic assumptions of thermodynamics that is all basic laws of thermodynamics are built on a small number of basic assumptions based on daily experience these basic laws of thermodynamics will further help us solve practical problems related to the equilibrium properties of the system including scientific and engineering problems in modern chemical engineering materials engineering and bioengineering


the main contents of the course are as follows


0 preface


1 basic assumptions of thermodynamics


2 the first law of thermodynamics


3 the second law of thermodynamics


4 basic equations of thermodynamics


5 balance


6 stable


7 calculation of thermodynamic properties of pure substances and mixtures


8 non electrolyte solutions


9 electrolyte solution


10 heat engines and energy cycles


11 phase equilibrium


12 chemical equilibrium


13 not a simple system


14 surface and interface
"
C_course-v1:ZZU+20180116001+2019_T1,imperial examinations and tang poetry (spring 2019),i am interested in understanding the imperial examination culture of the tang dynasty and have a certain knowledge of poetry.,"
the imperial examination is known as the fifth greatest invention in ancient china and the most precious gift of knowledge that china contributed to the west poetry is the iconic literary style of the tang dynasty what kind of charm will be reflected when the two meet imperial examination and tang poetry will take you through time and space sharing the joys and sorrows of those imperial examination celebrities and poets while understanding the imperial examination culture and the art of tang poetry it will bring certain enlightenment to our study and life


the course content consists of ten units and twenty two sections which respectively introduce the reasons why poetry was used to select scholars in the tang dynasty the form and proposition of examination poems in the tang dynasty the running poems of the tang dynasty the joy of success the sadness of failure the wanderer the connotation and denotation of yin the same poetry but different fate lu zhaos imperial examination story selected works central plains culture and imperial examination poetry and the legend of the tang dynasty in imperial examination poetry the course contains historical concerns that transcend time and space humanistic sentiments that transcend oneself and a value orientation that applies the past to the present


assessment method 60 of daily homework and 40 of final exam
"
C_course-v1:BNU+0610073991+2019_T1,western philosophy ii: modern part (spring 2019),complete the ancient part of western philosophy first.,"
as an online course the content of this course is characterized by massive information and strict logic and has the advantage of stimulating students thinking and learning interest as long as students study the content of this course systematically they will be able to gain ideological lessons and exercise their thinking however due to the abstract and theoretical characteristics of philosophy itself this course requires students to think calmly and feel wholeheartedly which may require more patience for ordinary students 






assessment method based on the complete study course video chapter tests midterm exams and final exams each account for 20 20 and 60 of the total grade the full course score is 100 points with a passing score of 60 and a passing score of 85 excellent 
"
C_course-v1:BJTU+2017052601X+2019_T1,a brief history of technological innovation (spring 2019),no prerequisites,"
this course tells the development of the industrial revolution and technological changes in important fields since the 18 century summarizes the historical experience of the first three industrial revolutions and focuses on the history of technology and humanities the stories of technological innovation figures and the impact of technological innovation on society the social history of technology and the intellectual history of technological innovation that reveals why technological innovation occurs this course can inspire students to think about previous industrial revolutions and start learning and discussing the impact of the fourth industrial revolution on mankind
"
C_course-v1:TsinghuaX+01510192X+2019_T1,entrepreneurship guidance - face to face with entrepreneurial masters (spring 2019),no prerequisites,"
tsinghua universitys entrepreneurship guidance   face to face with entrepreneurial masters course is a credit bearing elective course jointly offered by the academic affairs office of tsinghua university the basic industrial training center and the youth league committee of the school the course helps students understand the entry level knowledge of entrepreneurship by inviting famous experts in the venture capital circle to communicate with you we hope that you will become innovative and entrepreneurial stars in the future





big names come in person


invite successful mentors in the venture capital and entrepreneurship circles such as cheng fang guo yuhang li zhu lin sen luo jianting ma dong shen boyang sheng xitai song he yang ge zhu bo etc to sit down and discuss with the students





hot sharing


share what experienced entrepreneurs who have stood on the cusp of the storm have experienced that are worth learning from


how do investors view entrepreneurs how to design products that users need based on human nature how can you promote a good product and establish a brand with very limited resources the importance of establishing corporate culture in startups





life is a business

the course is open to undergraduates and graduate students who are interested in innovation and entrepreneurship or who are willing to learn from the experience of successful predecessors as well as entrepreneurs in early stage entrepreneurial projects looking forward to an innovative journey with you"
