course_id,course_name,course_prerequisites,course_about
C_course-v1:SXPI+20180919X+2019_T1,fundamentals innovation entrepreneurship spring,zero foundation,understand innovation understand awareness innovation stimulate awareness innovation familiar knowledge related innovative thinking able break barriers innovative thinking carry innovative thinking training masterinnovation methods improve innovation capabilities understand innovationachievementsrelevant spanknowledge resultsprotectionawareness familiar basic knowledge entrepreneurship inspire entrepreneurial inspiration clarify needs entrepreneurs entrepreneurial teams possessedqualities familiar withthe process starting new enterprise practiceentrepreneurshipideas ability write important documents business plans familiar withnew enterprise management knowledgehave basic ability manage new enterprises able manage new enterprises cultivate awareness innovation entrepreneurship strengthen innovative thinking comprehensively improve quality ability innovation entrepreneurship
C_course-v1:ZUELX+20171127001+2019_T1,fundamentals entrepreneurship spring,prerequisites,entrepreneurship education grown modern educational concept widely recognized respected gradually integrated professional education universities course take entrepreneurial practice process main line explain main problems solutions faced entrepreneurship entrepreneurship basics entrepreneurship education course specially developed cultivate students entrepreneurial awareness entrepreneurial ability basic entrepreneurial skills course teaching modules teaching module specific teaching theme related kind course structure design great flexibility effectively teach students according aptitude teach according time span teaching types course include general education practical training activities scenario simulation problem inquiry entrepreneurial practice talent training process entrepreneurship fundamentals one hand enhance individual value trainees including exploring leading students development directions careers providing students development motivation professional fields tapping students development potential hand school leading platform entrepreneurship education country plays important role exploring promoting reform innovative entrepreneurial talent training models colleges universities promoting construction national innovation entrepreneurship system course also strong academic exploration model discussion verification social value academic significance demonstration
C_course-v1:SCUT+SM001+2019_T1,corporate strategic management spring,management economics marketing finance accounting human resources etc,enterprise strategic management emerging discipline research object improving effectiveness efficiency enterprise strategy formulation implementation evaluation control main content building maintaining exerting enterprise competitive advantages main purpose achieving enterprise health sustainable development business management discipline order enable students effectively master apply theories methods corporate strategic management chinese context course starts situational characteristics embedded chinese enterprises takes environmental dynamics main perspective systematically integrates global perspectives domestic contexts corporate strategies static model dynamic model management industrial organization model resource based model corporate strategic thinking systematically introduce main achievements domestic foreign scholars basic theories tools methods corporate strategic management main teaching purpose course enable students master models processes methods analyzing external environment internal conditions enterprises comprehensively depth analyze opportunities threats opportunities faced enterprises facing strategic decisions strengths weaknesses discover core expertise areas establish core expertise allow students grasp strategic choices strategic means methods making strategic decisions enterprises different levels different environments thereby improving ability make strategic decisions familiarize students management methods strategy implementation including establish appropriate governance structures organizational structures leadership styles corporate culture improve corporate strategy implementation capabilities
C_course-v1:JNU+07009188+2018_T2,mechanics modern life starting scientific life,prerequisites,mechanics ancient yet young professional discipline plays important supporting role entire history human science technology development almost scientific technological branches established developed basis mechanics mechanics essential cultural quality knowledge human beings extremely widely used many modern daily lives engineering technical fields social economic operations course aimed undergraduates practitioners majoring mechanics first introduces overall role mechanics understanding nature including heaven earth universe life modern life daily life engineering technology social economic operation review development history human science technology enlightenment development science technology vs mechanics including chinas historical contribution current level scientific technological development inspire students advocate science spirit hard work realize chinese dream subsequently course focuses three basic force worlds static dynamic fluid human beings live focuses common mechanical knowledge modern life mechanical technologies common concern including aerospace earthquakes materials engineering vibration noise control mechanical issues involved fields literature sports focusing simple mechanical research models basic concepts basic theories technical principles computational analysis methods statics mechanical vibration acoustics fluid dynamics course explanations learner learning learners able master basic mechanics related scientific technological knowledge modern life independently explain natural phenomena engineering technological problems promote interest pursuit scientific life generally speaking teaching goals online course provide learners enlightenment education mechanics improve cultural literacy mechanics broaden professional knowledge achieve interdisciplinary penetration open scientific life learners ultimately improve overall quality innovative thinking ability modern life quality
C_course-v1:HEBNU+20180621001+2019_T1,high frequency electronic circuits spring,advanced mathematics circuit analysis basics analog electronics technology,high frequency electronic circuits important professional basic course electronic information majors electronic information engineering communication engineering strong theoretical engineering practical aspects mooc consists introduction high frequency circuit basics high frequency small signal amplifier high frequency power amplifier sine wave oscillator amplitude modulation demodulation mixing circuit angle modulation demodulation circuit feedback control circuit composed chapters mooc reproduces essence teaching micro videos average duration minutes time xuetang online platform also provides learners interactive learning experience links teaching ppt class tests unit assignments online qa believe learners gradually adapt like course three one learning package course videos synchronous teaching materials learning platform
C_course-v1:CSU+2018020101X+2019_T1,mental health education college students spring,prerequisites,mental health education college students public required course college students cultural quality course belonging ideological political theory course series course aims promote young college students successfully adapt college life enhance awareness mental health care lay good psychological quality foundation cultivating college students innovative talents new era dr ye xianghong dr tang haibo use videos guide introduction eight special topics swim ocean mental health course allow learn self awareness development emotional regulation basis understanding mental health standards college students spaninterpersonal adjustmentsexual psychology love psychology maintenancelearning creative psychologyhealthy personality shapinglife education psychological crisis intervention eight special topics including career planning college students master basic psychological adjustment methods skills face stressful situations wisdom real life helps live colorful satisfying life british philosopher whitehead said middle school students need study desks college students need stand look around course clear fog lead voyage help stand look around live wonderful life
C_course-v1:SEU+00690803+2019_T1,college chinese literature appreciation literature preqin tang dynasty spring,prerequisites,southeast universitys university chinese also known university chinese course chaired professor wang bugao first national quality course kind upgraded national resource sharing course theory practice university chinese teaching reform second prize national teaching achievement award matched course college chinese textbook edited wang bugao national tenth five year plan eleventh five year plan twelfth five year plan planning textbook second prize national excellent textbook award accompanied exquisite course website series courseware southeast universitys college chinese language program long played guiding exemplary role peers across country since professor wang bugao introduced course tsinghua university one popular courses among students across school college chinese moocs course matched national planned textbook college chinese edited professor wang bugao offers courses credits school choose courses converted credits credits among class hours taught professor wang bugao courses taught professors associate professors phd degrees southeast university professor wang bugao long one leaders chinese language universities across country organize colleagues across country provide appropriate face face teaching qa expert lectures various schools believed course play positive role promoting widespread offering course colleges universities across country improving mother tongue proficiency college students across country
C_course-v1:KMUSTX+8209001+2019_T1,marketing life spring,prerequisites,many people think marketing profound knowledge fact reflected daily lives never think kind marketing behavior marketing really everywhere whether consciously unconsciously every organization individual engaged various marketing activities good marketing increasingly becoming important factor business success marketing profound impact us ingrained daily lives terms arrangement course content arranged according system introduction marketing market research marketing competition strategy target marketing strategy marketing mix ps strategy etc respecting integrity integrity marketing subject system systematic theoretical teaching case teaching combined reflects marketing science art course teaching starts marketing cases stories life reflecting marketing wisdom life course focuses close peoples lives making interesting assessment rules regular grades final grade
C_course-v1:NUDT+05028103+2018_T2,college english writing part autumn,basic knowledge english vocabulary grammar language skills able conduct general written communication,purpose course help learners master basic writing methods skills college english lay solid foundation english fully prepared essay writing studying abroad future foreign exchanges english writing ultimately practical course therefore course emphasizes practice teaching organizes knowledge points according process writing method examples analyzed throughout providing students opportunities learn practice time end course students able basically master college english writing college english writing contains units focusing helping learners understand writing process learning rules able basically complete general writing tasks writing standards writing methods english writing courses humanities social science courses professional courses western universities composition basically clear well connected well argued persuasive college english writing contains units covering various common writing strategies description narrative process explanation comparison contrast cause effect analysis examples classification definition etc emphasis argumentative essays writing human thinking often similar time due differences culture ways thinking use strategies english writing characteristics quite different chinese writing understand master characteristics effectively use writing strategies considering actual needs learners course also adds units write term paper write abstract write study abroad application letter resume write personal statement course suitable learners completed college english course taking english writing elective want continue improve english writing skills well learners preparing study abroad
C_course-v1:UQx+BIOIMG101x+sp,introduction biomedical imaging autonomous mode,master high school level science knowledge biology strong desire knowledge advanced portion course firstyear college knowledge applied mathematics computer modeling recommended,imaging technology accounts significant portion health budgets advanced economies people advanced imaging technology lifetime necessity often misled television dramas either exaggerate merits overemphasize risks course provides introduction biomedical imaging modern imaging technology course also covers basic scientific principles behind technology introduces key application scenarios ranging neurological diseases cancer course includes modules specifically designed general public well advanced modules health engineering professionals
C_course-v1:AdelaideX+humbio101+sp,basic human biology cells tissues autonomous mode,basic knowledge biology,preparing health related career would like study health sciences maybe want know mysteries human body bodies wonderful complex biological machines course give good foundation studying human anatomy physiology gain complete understanding normal structure function human cells tissues health disease four main types tissues body also clearly explained course epithelial cells connective tissue muscle cells nerve cells course uses variety fun learning methods including short videos animations interactives comprehensive quizzes course guides core concepts enables engage relevant learning learn knowledge structure function human cells tissues basic knowledge human anatomy physiology knowledge preparation health sciences health professions
C_course-v1:CSU+CSU002+2019_T1,medical literature search spring,nan,course public course students various medical majors clinical medicine pharmacy nursing stomatology mental health preventive medicine laboratory testing anesthesia etc levels undergraduate year postgraduate etc basic course classes held every spring autumn number students enrolled reaches lecturers professors associate professors course mainly explains basic theory basic knowledge basic skills medical information retrieval chinese medical literature database retrieval pubmed retrieval core course content web scienceretrieval reference description management aims cultivate students information awareness thinking ability master skills obtain knowledge information vast sea literature information improve students ability independently raise analyze solve problems active learning ability cultivate students use databases reference recording management capabilities improve students information literacy course mainly uses diversified teaching methods means multimedia teaching case teaching pbl teaching science technology novelty search competitions extracurricular interest activity groups etc teaching content rich classics explanations simple profound videos vivid intuitive interesting medical information retrieval practice guide related test questions compiled classroom teaching well received teachers students assessment mechanism addition video learning sum scores chapter tests total score points qualified points excellent
C_course-v1:SWU+2019031403X+2019_T1,campus psychology let every student grow smoothly,basic theories mental health education student mental health maintenance identification correction students psychological behavioral problems curriculum design implementation school group training,mental health education based laws characteristics students physiological psychological development using psychological educational methods means cultivate students good psychological quality promote overall improvement students overall quality mental health education important part quality education important link implementing st century education revitalization action plan implementing cross century quality education project cultivating cross century high quality talents time effectively efficiently providing mental health education students inevitable requirement modern education common urgent task faced majority school educators content school mental health education mainly includes basic theories mental health education student mental health maintenance identification correction students psychological behavioral problems curriculum design implementation school group training etc student mental health maintenance educational content focuses students cultivates students psychological quality improves students basic quality regular education training including intelligence training learning psychological counseling emotional education interpersonal guidance cultivation sound personality guidance self psychological cultivation sexual psychology education etc correction students psychological behavioral problems provide psychological consultation small number students psychological behavioral problems including consultation adjustment learning adaptation problems test anxiety learning difficulties inattention school phobia study weariness etc emotional adjustment problems depression fear anxiety tension worry emotional regulation counseling common behavioral problems hyperactivity lying fighting timidity behavioral counseling correction physical mental diseases neurasthenia insomnia nervousness treatment correction mental physical illnesses obsessive compulsive disorder curriculum design implementation school group training mainly involves detailed introduction themes occasions precautions implementation methods group training
C_course-v1:NGO20X+USTC2016002+2019_T1,public welfare crowdfunding spring,prerequisites,public welfare crowdfunding course domestic public welfare organizations raise funds course addition direct way write crowdfunding plan also convey crowdfunding concept run crowdfunding project long term entire course divided chapters beginning talk basic knowledge crowdfunding development public welfare crowdfunding china well long term important things public welfare organizations need prepare preparing crowdfunding projects example public welfare organizations must brand management awareness refine organizations core values core capabilities part finished following content provide targeted explanation specific practical crowdfunding projects first introduce needs prepared preparing crowdfunding plan comes writing specific crowdfunding plan express module information attract audience operate operate project launched promote crowdfunding project last chapter bring successful cases crowdfunding projects ngo served analyze cases detail use practical examples give public welfare organizations concrete concept
C_course-v1:TsinghuaX+30803273X+2019_T1,appreciation creation chinese meticulous figure paintings spring,check knowledge meticulous figure painting,art chinese gongbi painting one important courses learning excellent chinese national painting course divided two parts art appreciation class art creation class art appreciation class lead everyone appreciate masterpieces chinese meticulous figure paintings past dynasties provide depth explanation historical background cultural ideas artistic theories artistic expression methods chinese meticulous figure paintings improve understanding appreciation chinese meticulous figure paintings also copying class master tools expression techniques traditional gongbi painting art creation class explain entire process chinese meticulous painting creation observing life experiencing life collecting creative materials conceiving composition color composition expression artistic conception give systematic account demonstrating basics sketching outlining coloring method enables everyone systematically master entire process meticulous figure painting sketching creation study course learners majoring liberal arts art improve art appreciation creative abilities also enable learners majoring engineering science improve artistic accomplishments understand master life drawing abilities creative thinking skills promote liberal arts sciences penetrate cultivate comprehensive talents higher humanistic qualities course intended undergraduates graduate students enthusiasts interested studying art traditional chinese meticulous painting preparation tools sketch paper cooked xuan outline pen largesmall white cloud pencil ink block inkstone chinese painting pigment vitriol felt
C_course-v1:BSU+2018122405X+2019_T1,basic waltz tutorial spring,prerequisites,standard dance noble elegant palace cultural characteristics waltz dance dance outstanding style easier get started practical among standard dances skirts fluttering dance happily feel waltz dance brings decent posture good temperament harmonious interpersonal relationships dance practice experience allows feel cultural infiltration different countries learning waltz dance allows reap physical exercise value brought skill training creatively use body language express emotions also cultivates self confidence expressing public experience course brings students round combination technology art allow learn dance importantly allow experience pleasant experience improvement aesthetic taste brought learning dance
C_course-v1:McGillX+Chem181x+sp,food health autonomous mode,prerequisites,understanding nuances food choosing eat feel complicated confusing almost every day news telling people certain miracle food consume certain poisonous food avoid today tomatoes prevent cancer tomorrow flaxseed prevents heart disease day tomorrow soybeans good menopause also warnings trans fatty acids genetically modified foods aspartame msg nutraceuticals touted key good health people consider dairy products essential others believe intake reduced true meat wheat soy foods course reveal molecular makeup macro micro nutrients use cutting edge scientific perspectives clarify range food controversies topics include diet cancer diet cardiovascular disease food borne diseases food additives weight control learn understand main nutritional components diet explain issues related food production health assess reliability food research reported media
C_course-v1:WageningenX+NUTR101x+sp,nutrition health autonomous mode,prerequisites,food plays important role society people truly understand role bodies learn nutrition understand daily diet profoundly affects current future health basic course nutrition focuses overnutrition introduces relationship nutrition human health detail professor sander kersten wageningen university netherlands introduce chemical principles fat carbohydrate protein three major macronutrients learn lot nutrition nutrients absorbed stored metabolized energy youll learn latest thinking different types fats carbohydrates proteins affect human health addition course cover knowledge points energy balance weight regulation providing wealth knowledge obesity finally course study also become familiar nutrition research experimental methods commonly used nutrition research introductory course nutrition knowledge base required completing course tools necessary better weigh interpret overwhelming nutrition health coverage nutrition health part macronutrients overnutrition part course series food health wageningen university second part course focus malnutrition everyone welcome continue learning
C_course-v1:HUBU+20190124X+2019_T1,art management communication,prerequisites,jack welch former chairman ceo general electric said management communication communication communication konosuke matsushita god management japan said business management used communication communication still communication future therefore crucial college students interested entering management career master effective communication skills others course contains total lectures learning students understand basic principles management communication master effective verbal non verbal communication strategies apply specific management situations cross cultural communication negotiation conflict handling meeting communication media communication etc course art management communication compulsory course undergraduate management students many universities also used quality education course undergraduates graduate students majors study course knowing also continuous practice conscious training communication skills improved communication ability general professional ability therefore ordinary working people also learn course improve communication skills work life improve interpersonal relationships promote personal career development
C_course-v1:LUIBE+2018030701+2019_T1,uncovering mysteries subconscious mind spring,prerequisites,perspective metacognitive psychological intervention technology course scientifically explains common psychological problems psychological disorders college students well psychological structure genius inspiration state excellent personality improves college students self awareness supervision supervision subconscious psychological processes ability reflect regulate metacognitive wisdom thereby effectively improving effectiveness mental health education college students
C_course-v1:YLVTC+2018111301X+2018_T2,marketing skills,prerequisites,course oriented process corporate marketing activities strives comprehensively describe core concepts basic skills framework marketing course centered consumer needs starting marketing concepts market research conducting marketing environment analysis corporate strategy analysis internet era grasping real needs target customers analyzing products marketing channels prices promotion strategies internet era able flexibly apply marketing strategies focus strengthening marketing management ensure marketing effects order achieve win win situation customers enterprises society
C_course-v1:LUIBE+2018080601+2019_T1,film television appreciation spring,prerequisites,course public basic elective course liaoning university international business economics teaching time campus two years student types undergraduates school population study course students understand artistic characteristics film works appreciate lasting charm film art works subtly inspire students spirits enlighten students minds warm students hearts improve students ability appreciate film television art improve students aesthetic level artistic accomplishment cultivate students correct outlook life values course selects excellent chinese foreign film works divides eight modules according different themes strive understand lasting charm film art works basic characteristics film art artistic personalities famous directors actors artistic characteristics film works
C_course-v1:KMUSTX+1153036+2019_T1,etiquette guide rookies workplace spring,prerequisites,chinese nation known land etiquette etiquette culture long history etiquette effectively demonstrate upbringing grace charm giver returnee reflects individuals level knowledge respect others society etiquette inevitable accumulation wealth knowledge respect life heart natural expression correct outlook life worldview etiquette indispensable lubricant interpersonal communication activities essential vocational skill students enter workplace etiquette guide rookies workplace course combines students actual needs future activities modern society basic knowledge comprehensive skills selects common business scenarios workplace divides course ten modules introduction professional image etiquette manners manners etiquette ranking etiquette meeting etiquette communication etiquette business banquet etiquette reception etiquette job interview etiquette business speech etiquette module contains multiple tasks tasks goal knowledge points guide course follows principle focusing practicality adapting application adopts double topic approach etiquette proverbs introduction tips end also uses theoretical overview practical demonstrations behavior correction actions demonstration inspirational guidance case analysis scenario simulation role play guest discussion colorful course display forms course study students master use etiquette appropriately help future career development course suitable college students majors newcomers enter workplace people interested etiquette workplace etiquette knowledge
C_course-v1:TsinghuaX+40250683X+2019_T1,automatic control theory spring,calculus automatic control theory,automatic control theory core professional basic course automation discipline also theoretical basis research design complex engineering control systems course follow course automatic control theory teaches basic content modern control theory systematically introduces analysis synthesis methods control systems based state space description contents related system modeling analysis include state space description control systems linear transformations eigenvalue canonical forms solutions linear system state equations pre solution matrices matrix indices asymptotic stability state controllability observability criteria normative types controllability observability standard structural decomposition system transfer function derived state equation relationship transfer function controllable observability realization minimum realization transfer function status feedback output feedback impact feedback controllability observability etc contents related system synthesis include pole configuration based state feedback full dimensional reduced dimensional observers state solving optimal control problems using variational methodmaximum principle optimal control problems linear systems quadratic indicators lie yap novov stability concept lyapunov indirect method direct method etc main historical evolution curriculum development tsinghua university one first universities new china offer courses related control theory professors zhong shimo wu qi zheng weimin fang chongzhi established control theory regulation programs department automatic control department electrical engineering department power machinery principles course since establishment automation department teachers school research teach control theory concentrated automation department course always core professional basic course automation department previous leaders department paid great attention construction knowledge course establishment department automation professors wu qi zheng weimin fang chongzhi first organized taught automatic control theory courses department later professors zheng dazhong dai zhongda wang shimi continued organize construction automatic control theory courses second prize outstanding achievements teaching tsinghua university beginning students department took courses automatic control theory several large classes later deputy director teaching department coordinated coordinated first whole department taught separate classes unified examinations gradually whole system taught one class unified examinations moreover attempts made teach english achieved good results period two sets teaching materials published principles automatic control edited professor wu qi uses method unified mathematical description separate engineering processing properly handle connections differences classical control theory state space methods basics automatic control theory edited professor dai zhongda combines two methods compiled unified manner principles automatic control edited professor wu qi always one influential textbooks china order improve students reading comprehension skills expand students knowledge course always uses latest translated foreign textbooks original textbooks teaching reference books construction national level quality courses professors wu qi wang shimi completed compilation publication principles automatic control edition deleted simplified old simple calculation drawings knowledge chapters related new achievements subject added course automatic control theory awarded title national quality course national quality resource sharing course
C_course-v1:TsinghuaX+30130274X+2019_T1,fundamentals optical engineering spring,basic calculus concepts knowledge electromagnetism required helpful study course understanding optical part college physics,fundamentals optical engineering important basic course optoelectronics instrument majors one housekeeping courses undergraduates related majors basic course optical engineering divided two parts applied optics physical optics applied optics mainly includes three parts ideal optical system ray tracing imaging quality optical system physical optics mainly includes five parts electromagnetic theoretical basis light interference optical system diffraction optical system crystal optics basis fourier optics course provides students solid foundation rich applications confident understand wonders optical world
C_course-v1:NBCCx+NBCC000002+2019_T1,tea art spring,interested tea art,course introduction tea art cognition operation provides useful learning guidance future tea culture practitioners tea culture enthusiasts art aesthetics life practitioners well tea culture practitioners plan improve system course studying course students master basic tea making methods techniques six traditional chinese teas brew good cup tea soup based certain knowledge tea thereby improving art aesthetic innovation creativity tea making drinking acquire basic knowledge basic system skills tea masters time also understand master unique charm chinese tea culture integrating buddhism confucianism taoism learning content course focus three aspects tea appreciation tea making tea tasting mainly reflected following aspects first part course explains introduces cultural aspects tea appreciation tea making tea tasting part mainly includes two aspects historical review tea culture interpretation tea art historical review chinese tea culture includes two aspects evolution ancient tea making drinking methods focusing tea making drinking methods tang song ming dynasties country promotion chinese tea culture confucianism buddhism taoism interpretation tea art focuses historical influence tea sage lu yu tea classic well hierarchical structure tea art second part course focuses teaching guiding knowledge skills tea appreciation tea making tea tasting part mainly includes introduction tea areas tea trees tea product knowledge well operation tasting tea introduction tea areas tea trees tea product knowledge mainly includes following content botanical characteristics tea trees tea classification introduction tea areas china zhejiang province main tea products zhejiang province well tea quality sensory identification methods tea product introduction key points expression requirements tea making operation tasting mainly includes two contents first operating specifications technical requirements making tea involves introduction tea making utensils usage methods tea making operating procedures requirements brewing techniques tea adding methods tea making water requirements well tea drinking methods scientific tea drinking content second basic procedures action points brewing different types tea explanations angles methods tea soup experience third part course focuses teaching guiding tea appreciation tea making tea tasting aesthetic operations creative design
C_course-v1:MUC+2018031801X+2019_T1,anthropology image spring,prerequisites,course mainly teaches development history film television anthropology representative figures video ethnography works basic theories methods important value film television anthropology contemporary society useful learning anthropology ethnology film television studies media studies high value assessment mechanism studying course video complete six chapter tests final exam account respectively full score points passing points excellent
C_course-v1:BFU+2018122709+2019_T1,principles landscape architecture art spring,fine arts fundamentals landscape architecture design landscape architecture ecology environment garden botany,main content principles landscape architecture art includes concept landscape architecture overview traditional garden art overview modern landscape art landscape planning design procedures landscape architecture space composition landscape architecture natural systems landscape architecture human society study course necessary professional theoretical foundation laid subsequent series courses landscape architecture planning design
C_course-v1:SICT+2017092601+sp,smart device application development based android platform independent mode,java language programming,course mainly aimed students majoring mobile internet internet things application technology software technology majors higher vocational colleges well office workers basic java programming background interested engaging related jobs android based smart device application development teaching videos courseware tests final assessments learners master development testing deployment mobile app applications engage design development testing release maintenance mobile app mobile internet products course divided seven units unit developing first android application unit interface programming unit depth understanding activity unit communication using intents unit data storage unit broadcasting services unit network application technology course assessment module description assessment module details opening hours supplement class test questions course consists units total questions total points teaching video questions program fill blank questions question points range questions teaching video chapter post class test process evaluation learners mastery course knowledge point procedural fill blank question needs answered specified deadline self directed class deadline midterm test questions design questions based knowledge points previous units end task two third unit questions include single choice fill blank questions question worth scope questions within knowledge points first three units final test questions design multiple choice questions unit knowledge points units taught questions include single choice fill blank questions question worth points scope questions within unit knowledge points meet conditions obtain course certificate missing items four assessment parts total score four parts points
C_course-v1:USTC+2017011402X+2017_T1,web security practices,basic web knowledge,rapid development web applications web security becoming important web security practice course aimed students zero foundation starts basic knowledge website construction covers css historical attacks csrf xss click hijacking sql injection dos attacks based algorithm complexity malicious url identification based machine learning implementing described attacks course website students check understanding attacks exercise programming skills study course students depth understanding working process principles web applications master defense methods common web attacks thereby laying solid foundation developing secure web applications
C_course-v1:XJTU+CHEM330109+2019_T1,concise organic chemistry prerequisite course spring,high school chemistry knowledge,concise organic chemistry prerequisite course online course designed developed adapt teaching reform new situation strong social demand talent selection course belongs chinese college advanced placement cap academic interests course received credit certification xian jiaotong university students studied online courses submit application credit certification xian jiaotong university course qualification certificate application process specific score requirements credit certification formulated academic affairs office university based situation school course requires students master structure nomenclature properties mutual transformation functional groups stereochemical characteristics organic compounds familiar typical organic chemical reactions mechanisms understand properties applications various organic compounds completing course enables students systematically master basic knowledge basic theories basic methods basic experimental skills organic chemistry students receive good training scientific thinking improve ability analyze solve problems lay solid foundation study course taught xian jiaotong university hours teaching hours experiments teaching targets first second year undergraduates population per class students learning effects good course highly rated learners complete course reach equivalent level corresponding university courses project team teachers built course include tang yuhai zhang wen xu silong wang lijuan liu yun jin juqing xu zhao li yang zhuo ying li jianjun xing lili zhang junjie xiang dan addition special thanks teachers zhou guijiang duan xinhua zhang yanfeng sun yang zheng aqun yang xiaolong fan chao zhao jiang participating production course students liang qiongwen chen siyu zhou tianyang pu yuanchun friendship support finally thank network college xian jiaotong university providing technical support recording course
C_course-v1:XIYOU+20180208+2019_T1,compilation technology spring,preparatory knowledge course includes computer composition principles data structures assembly language programming operating systems related knowledge programming languages,compilation technology important software theory course graduate students majoring computer science technology cultivating students problem solving ideas abstract thinking methods study course students comprehensive understanding compilation process principles high level language programs master basic principles high level language program translation theory practice ability translate develop system software prepare software design lay good foundation score evaluation certificate requirements compilation technology course complete learning content videos courseware etc courses complete unit tests accounting total grade complete unit assignments complete assignment peer review accounting total grade take final exam accounts total grade post reply course discussion forum score determined based number posts replies total participation discussion considered full marks accounting total score learn videos complete tests assignments final exams score considered qualified score considered excellent meeting course requirements obtain certificate qualification certificate excellence signed course instructor
C_course-v1:JNUX+07009156X+2019_T1,traditional chinese medicine diagnosislearn doctor spring,prerequisites,course national quality online open course ancients said parent unkind know treat patients child unfilial know treat patients welcome learn course truly become kind filial person come study three hours week healthy happy family video course total units two main contents first theoretical knowledge traditional chinese medicine theory yin yang five elements theory internal organs theory qi blood body fluids theory etiology etc telling everyone chinese medicine says second tcm diagnostic method interrogation inspection tongue examination pulse diagnosis smell diagnosis incisional diagnosis tell chinese medicine uses method inspection smell inquiry incision make diagnosis diagnostic methods traditional chinese medicine learning purpose course theoretical knowledge traditional chinese medicine necessary supplement better understand diagnostic methods traditional chinese medicine course extended learning provides treatment plans diagnosis results course study course longer limited theoretical learning also allows everyone apply theory practice part extended learning available everyone wechat public account sunlitcm course provides learners course videos electronic lecture notes ppt exercises online tests interactions expanded wechat learning learners understand principles chinese medicine chinese medical diagnostic methods also learn use appropriate chinese medical diagnostic methods pay attention health disease status provide certain basis health care medical treatment course held every thursday night teacher provides one hour live teaching answer difficulties doubts study accompany throughout entire course rather finding doctor friend better become someone understands medicine lets get study course together
C_course-v1:HNU+20180529001+2019_T1,power design spring,brief history art cuttingedge science technology,course mainly uses history human design especially major historical events occurred past years sort significant impact design development country current process economic transformation independent innovation country design particularly important changing image made china innovation leadership role plays truly becoming innovative country
